大分類,商品ID,売上
"化粧品",9922380,1055
"化粧品",9929925,3754
"化粧品",9909401,3054
"化粧品",9941152,11020
"化粧品",9941151,27265
"化粧品",9909402,1644
"食品",9941150,10246
"食品",9906131,1170
"バッグ",9924162,400
"化粧品",9900947,505
"化粧品",9925814,780
"化粧品",9918807,743
"化粧品",9907570,1940
"バッグ",9931312,3475
"バッグ",9941162,2565
"バッグ",9941160,2761
"バッグ",9902948,392
"バッグ",9900754,3964
"バッグ",9915058,780
"バッグ",9941168,500
"バッグ",9918592,1180
"バッグ",9912416,380
"バッグ",9915055,780
"バッグ",9915368,899
"バッグ",9904033,780
"バッグ",9906761,780
"バッグ",9924546,400
"バッグ",9914103,380
"バッグ",9908135,780
"バッグ",9902944,380
"バッグ",9926854,380
"バッグ",9941167,500
"バッグ",9917578,1428
"食品",9907224,195
"化粧品",9921153,2655
"化粧品",9932118,141
"バッグ",9905783,380
"化粧品",9941172,4431
"化粧品",9919522,5224
"化粧品",9941171,6373
"化粧品",9905049,1097
"食品",9912321,5266
"化粧品",9906388,6600
"食品",9941182,21326
"バッグ",9941183,10175
"バッグ",9941181,11044
"バッグ",9921267,4988
"食品",9941179,7249
"バッグ",9941180,8047
"食品",9906099,15120
"化粧品",9938712,3462
"化粧品",9900690,1085
"化粧品",9900695,814
"化粧品",9941185,3145
"化粧品",9922021,4113
"化粧品",9941186,6926
"化粧品",9941187,8280
"化粧品",9903471,5860
"食品",9933975,400
"食品",9920984,551
"バッグ",9925308,4129
"化粧品",9917824,6340
"化粧品",9922943,4148
"バッグ",9920272,2464
"化粧品",9917338,800
"食品",9902532,2400
"化粧品",9908663,13400
"食品",9924788,196
"食品",9901446,630
"化粧品",9901429,2930
"化粧品",9900910,3114
"化粧品",9911250,4400
"バッグ",9941206,2030
"化粧品",9908505,6770
"食品",9924838,1920
"化粧品",9935766,506
"化粧品",9900469,457
"化粧品",9915377,716
"食品",9917882,13080
"化粧品",9941264,300
"化粧品",9930218,7846
"化粧品",9917745,2160
"食品",9905374,358
"化粧品",9920460,5950
"化粧品",9920286,1495
"バッグ",9937092,5520
"バッグ",9900154,2340
"バッグ",9920619,1411
"化粧品",9901805,500
"化粧品",9902137,1108
"バッグ",9933062,8320
"化粧品",9906862,44150
"食品",9904479,2606
"食品",9935323,1572
"化粧品",9915160,858
"バッグ",9923685,25480
"食品",9909414,12808
"化粧品",9913736,10140
"化粧品",9918731,9650
"食品",9917943,7347
"化粧品",9908956,19596
"化粧品",9922676,538
"バッグ",9908129,6683
"食品",9918608,4455
"食品",9911953,584
"食品",9926075,351
"化粧品",9912704,1500
"化粧品",9929754,7740
"バッグ",9901313,1230
"バッグ",9914099,1945
"化粧品",9941296,2214
"バッグ",9941294,1078
"バッグ",9901397,5730
"化粧品",9919506,4750
"化粧品",9916047,2804
"化粧品",9925423,23660
"バッグ",9928159,4320
"化粧品",9939748,2860
"化粧品",9941298,52000
"食品",9914620,56961
"食品",9907608,5948
"化粧品",9905866,16520
"化粧品",9916971,23700
"化粧品",9941314,770
"化粧品",9915425,911
"化粧品",9914792,1058
"食品",9941322,3990
"バッグ",9941321,980
"食品",9904054,25485
"バッグ",9907356,300
"化粧品",9903757,1022
"化粧品",9902759,24475
"化粧品",9907665,8893
"化粧品",9906817,3926
"食品",9926360,326
"バッグ",9941329,134
"バッグ",9941330,114
"食品",9903029,147
"バッグ",9905105,259
"食品",9905167,2112
"食品",9912957,749
"食品",9921224,3862
"化粧品",9905361,2071
"化粧品",9922334,1660
"食品",9920749,651
"バッグ",9906757,95
"バッグ",9941337,2400
"食品",9907976,8452
"化粧品",9902503,6400
"バッグ",9909537,1200
"バッグ",9909836,2141
"化粧品",9917084,3712
"化粧品",9903933,1960
"化粧品",9941343,66300
"化粧品",9902866,36942
"化粧品",9912793,5225
"化粧品",9908926,13200
"食品",9907734,679
"化粧品",9913413,5116
"バッグ",9930373,450
"食品",9941355,1159
"食品",9941351,3762
"食品",9941349,3762
"食品",9941348,3306
"食品",9941350,3762
"バッグ",9918397,2014
"化粧品",9918850,2938
"化粧品",9911847,7714
"バッグ",9941354,2394
"バッグ",9932658,4664
"化粧品",9921006,5060
"バッグ",9921966,363
"バッグ",9904860,1445
"バッグ",9911867,500
"化粧品",9941361,1139
"バッグ",9938790,200
"バッグ",9929779,200
"化粧品",9903544,4185
"化粧品",9903616,3756
"化粧品",9917899,2200
"化粧品",9905742,740
"化粧品",9904884,657
"バッグ",9915304,519
"バッグ",9909055,2143
"バッグ",9941379,249
"バッグ",9914260,897
"化粧品",9905118,84
"化粧品",9909394,138
"化粧品",9941380,86400
"バッグ",9920500,2106
"バッグ",9912584,2691
"バッグ",9908840,46119
"化粧品",9918534,5390
"化粧品",9941421,5390
"バッグ",9916235,1131
"バッグ",9914826,5065
"化粧品",9941423,839
"化粧品",9914730,7667
"食品",9941422,681
"化粧品",9919392,11330
"食品",9933769,7980
"食品",9941416,1354
"食品",9941417,503
"食品",9921991,16585
"化粧品",9941420,9240
"食品",9916247,8429
"化粧品",9941418,9424
"食品",9904345,9660
"バッグ",9908211,1200
"化粧品",9941429,1023
"食品",9922048,518
"バッグ",9905296,1124
"バッグ",9936084,2570
"化粧品",9908714,33180
"化粧品",9915242,2462
"バッグ",9932524,500
"化粧品",9904685,240
"化粧品",9908416,500
"化粧品",9911091,1157
"食品",9903970,1138
"食品",9938957,569
"化粧品",9934361,597
"化粧品",9926219,1000
"化粧品",9906128,480
"化粧品",9912301,2375
"食品",9906132,594
"化粧品",9914277,370
"食品",9926208,2100
"化粧品",9918019,4134
"化粧品",9941434,8700
"化粧品",9941435,6612
"化粧品",9939301,1842
"バッグ",9905351,1110
"バッグ",9911854,985
"化粧品",9908850,9504
"化粧品",9925494,3761
"化粧品",9902775,3175
"化粧品",9941444,5348
"化粧品",9941446,2394
"化粧品",9917155,1080
"バッグ",9913988,8258
"バッグ",9932779,2826
"バッグ",9903159,400
"バッグ",9903164,800
"バッグ",9941453,400
"バッグ",9905658,1180
"化粧品",9941456,112
"バッグ",9905661,1960
"バッグ",9901417,400
"バッグ",9931152,400
"食品",9928964,561
"食品",9902291,2522
"化粧品",9912306,684
"化粧品",9918940,585
"化粧品",9931610,3682
"化粧品",9909577,999
"化粧品",9906212,440
"バッグ",9926021,400
"化粧品",9906424,5579
"バッグ",9925178,3462
"食品",9929163,5518
"食品",9929303,15000
"化粧品",9911801,100
"食品",9928847,514
"食品",9921715,358
"食品",9916455,390
"化粧品",9914648,13542
"バッグ",9924769,4960
"化粧品",9905478,980
"化粧品",9919249,2784
"化粧品",9911909,7840
"化粧品",9919207,3180
"バッグ",9908596,2838
"バッグ",9924314,400
"バッグ",9912620,400
"食品",9908576,458
"食品",9941498,4072
"化粧品",9920896,2712
"化粧品",9941500,1400
"食品",9918431,1640
"化粧品",9941505,11628
"バッグ",9919008,8082
"食品",9920838,5153
"食品",9904828,4323
"食品",9941504,26555
"化粧品",9936487,1368
"化粧品",9914192,1980
"化粧品",9914725,1980
"化粧品",9901502,160
"化粧品",9912210,3218
"バッグ",9925735,1093
"バッグ",9931848,1516
"バッグ",9928393,1800
"食品",9906372,1923
"食品",9927263,7549
"食品",9904719,9252
"食品",9941516,6963
"食品",9909005,8596
"化粧品",9941520,8075
"食品",9904066,5602
"バッグ",9909036,3020
"食品",9923144,585
"化粧品",9908706,1645
"食品",9914096,806
"化粧品",9915529,2736
"化粧品",9917119,5950
"食品",9905354,25703
"化粧品",9914169,2134
"バッグ",9903300,12392
"化粧品",9941531,1805
"化粧品",9928640,1140
"バッグ",9941539,6596
"バッグ",9908126,14072
"バッグ",9921385,10036
"バッグ",9914433,10519
"バッグ",9917036,7020
"バッグ",9922647,10890
"バッグ",9911570,1990
"バッグ",9910938,9772
"化粧品",9941565,22350
"化粧品",9910504,1441
"バッグ",9941573,5153
"食品",9915524,5014
"化粧品",9941574,17500
"化粧品",9915256,6645
"化粧品",9918407,4320
"バッグ",9915216,4571
"化粧品",9900402,390
"バッグ",9928001,1435
"バッグ",9933925,4578
"バッグ",9935096,10800
"化粧品",9909314,5169
"バッグ",9941597,836
"バッグ",9923070,1216
"バッグ",9923529,2071
"バッグ",9918843,314
"食品",9941602,3378
"化粧品",9923524,1017
"食品",9941603,21071
"食品",9941604,1212
"化粧品",9918585,3120
"化粧品",9932348,9853
"化粧品",9916255,1950
"化粧品",9909616,819
"バッグ",9931806,600
"化粧品",9911340,37488
"化粧品",9922634,1789
"化粧品",9906306,33677
"化粧品",9900878,680
"化粧品",9933783,26800
"バッグ",9915647,800
"バッグ",9912580,400
"化粧品",9913849,470
"バッグ",9903418,7480
"食品",9928873,6135
"食品",9907272,5468
"バッグ",9933808,8000
"化粧品",9913852,78665
"化粧品",9941631,408
"化粧品",9915376,1228
"食品",9928875,11562
"化粧品",9905392,450
"化粧品",9912716,8054
"化粧品",9912715,5460
"化粧品",9913478,13500
"化粧品",9913479,2700
"食品",9941641,2180
"化粧品",9918175,8054
"化粧品",9934736,1980
"化粧品",9937083,2300
"化粧品",9916731,1938
"化粧品",9922410,266
"化粧品",9919276,576
"食品",9941639,2100
"化粧品",9907632,4810
"食品",9915328,3779
"食品",9940589,5550
"食品",9932598,2100
"食品",9938365,2180
"化粧品",9914712,4403
"食品",9941650,6035
"食品",9941645,7315
"食品",9927630,16295
"食品",9941644,214
"食品",9941648,16295
"食品",9931212,214
"化粧品",9901939,979
"化粧品",9941653,5320
"食品",9941649,18424
"食品",9941651,6035
"食品",9941652,6035
"バッグ",9941646,3192
"バッグ",9941647,2356
"バッグ",9912778,2586
"バッグ",9913842,40000
"化粧品",9913084,3700
"化粧品",9941655,859
"化粧品",9941656,646
"化粧品",9941657,670
"化粧品",9911754,1164
"化粧品",9903167,683
"化粧品",9936793,16044
"バッグ",9917759,665
"バッグ",9917758,591
"化粧品",9918162,2492
"化粧品",9933921,3227
"化粧品",9906129,540
"化粧品",9910784,1184
"化粧品",9926424,4652
"化粧品",9921713,25000
"食品",9929701,1880
"バッグ",9940320,576
"バッグ",9910069,3450
"化粧品",9904561,192
"化粧品",9941676,9207
"バッグ",9941679,6740
"バッグ",9941680,6610
"化粧品",9936244,14800
"化粧品",9941681,12171
"化粧品",9941682,5653
"化粧品",9900651,3422
"食品",9906268,2262
"バッグ",9929543,7626
"化粧品",9917425,504
"バッグ",9900262,530
"化粧品",9909251,275
"食品",9908594,1188
"化粧品",9928273,2088
"化粧品",9938336,1755
"食品",9904995,269500
"化粧品",9920894,9125
"バッグ",9941690,1744
"バッグ",9941689,1899
"バッグ",9941687,2736
"バッグ",9941686,2096
"バッグ",9941688,3967
"バッグ",9933956,1359
"バッグ",9913434,2442
"化粧品",9908842,3449
"バッグ",9930568,2055
"食品",9930000,1098
"化粧品",9907344,11403
"化粧品",9913754,1037
"化粧品",9909277,584
"化粧品",9941691,24598
"化粧品",9931034,1020
"化粧品",9905894,1620
"バッグ",9931272,880
"化粧品",9900799,920
"食品",9904753,360
"バッグ",9941697,2622
"バッグ",9935521,300
"バッグ",9909023,1386
"食品",9905254,253
"バッグ",9922047,1126
"食品",9915258,940
"化粧品",9927955,17956
"食品",9941710,882
"食品",9926932,1587
"化粧品",9906286,3411
"化粧品",9927672,890
"化粧品",9907600,55
"バッグ",9901725,500
"バッグ",9909841,1000
"バッグ",9931704,6400
"化粧品",9907565,2765
"化粧品",9923614,5178
"化粧品",9923748,9738
"化粧品",9941723,49500
"化粧品",9924235,975
"化粧品",9911538,4700
"バッグ",9901628,1000
"化粧品",9926151,42000
"化粧品",9920548,13620
"食品",9916687,466
"化粧品",9935793,850
"バッグ",9923705,4550
"バッグ",9910283,5700
"化粧品",9941726,7000
"食品",9914301,2530
"食品",9920187,17000
"バッグ",9923778,5028
"バッグ",9941728,2462
"バッグ",9927608,5432
"化粧品",9930855,6137
"食品",9932790,2535
"化粧品",9904733,5510
"バッグ",9906083,779
"化粧品",9932089,5024
"化粧品",9941749,2520
"化粧品",9923149,2520
"バッグ",9901833,344
"バッグ",9905168,559
"化粧品",9907485,3135
"バッグ",9911567,5981
"バッグ",9932369,25453
"バッグ",9908769,551
"化粧品",9923617,1984
"化粧品",9930596,3400
"化粧品",9941751,3200
"化粧品",9941752,3400
"食品",9919687,1938
"食品",9936780,2423
"食品",9910920,1938
"化粧品",9912502,9875
"化粧品",9935054,960
"食品",9920737,188
"化粧品",9903038,1638
"バッグ",9920207,300
"バッグ",9906630,1000
"バッグ",9913126,500
"化粧品",9941781,448
"化粧品",9928267,6600
"化粧品",9941792,1126
"化粧品",9924883,4636
"食品",9915762,46815
"食品",9932496,56
"食品",9933935,2151
"食品",9939874,209
"バッグ",9907732,400
"化粧品",9924153,1494
"化粧品",9913790,478
"化粧品",9915493,3861
"化粧品",9936330,2241
"バッグ",9929937,3690
"バッグ",9928233,1845
"化粧品",9941808,2456
"化粧品",9941807,4017
"化粧品",9914584,1209
"バッグ",9909791,3531
"バッグ",9916767,1538
"化粧品",9925575,83500
"バッグ",9929364,2623
"化粧品",9924849,100200
"食品",9922527,16020
"化粧品",9925794,340
"化粧品",9941810,1589
"バッグ",9926376,3125
"化粧品",9919582,348
"食品",9917100,12720
"バッグ",9902546,43149
"食品",9910427,5694
"食品",9912994,690
"食品",9911844,350
"化粧品",9922243,6100
"化粧品",9902255,250
"化粧品",9925349,1711
"バッグ",9901393,300
"化粧品",9922479,90
"化粧品",9905235,2400
"化粧品",9917754,2400
"化粧品",9912434,555
"化粧品",9941820,1980
"化粧品",9920450,2120
"バッグ",9912508,4923
"食品",9916941,1016
"化粧品",9904885,6517
"化粧品",9926471,4669
"化粧品",9909713,8716
"化粧品",9930969,2268
"化粧品",9921906,5663
"食品",9910068,70
"食品",9930293,443
"化粧品",9904725,440
"食品",9908652,173
"化粧品",9900967,1912
"化粧品",9900997,10971
"食品",9904773,1607
"化粧品",9934841,8081
"化粧品",9906007,2369
"食品",9915883,2308
"化粧品",9941874,33230
"化粧品",9907194,842
"化粧品",9926354,304
"バッグ",9922637,8600
"バッグ",9905358,8380
"化粧品",9908622,2467
"化粧品",9915148,4414
"バッグ",9941887,4118
"バッグ",9941888,4118
"食品",9922415,3990
"バッグ",9913705,3313
"バッグ",9911572,825
"食品",9941886,7994
"化粧品",9923787,57865
"バッグ",9927641,1966
"食品",9905672,9403
"食品",9941883,5491
"化粧品",9911870,4091
"化粧品",9941890,1637
"化粧品",9915164,4086
"バッグ",9941892,16517
"バッグ",9941891,22500
"化粧品",9900572,663
"食品",9904274,6092
"化粧品",9930040,1533
"化粧品",9940586,18810
"食品",9915072,2637
"化粧品",9912586,2000
"化粧品",9926587,2000
"化粧品",9941899,2500
"化粧品",9941900,2700
"化粧品",9933793,2700
"化粧品",9941911,27360
"化粧品",9905837,2960
"バッグ",9915141,300
"化粧品",9924407,128
"化粧品",9901331,98
"バッグ",9909373,1235
"化粧品",9904866,114
"化粧品",9906453,107
"化粧品",9907288,2850
"食品",9900564,120
"化粧品",9931298,1900
"化粧品",9933187,1723
"化粧品",9912551,218
"化粧品",9926686,26400
"化粧品",9941920,2078
"バッグ",9914940,1410
"化粧品",9933028,2091
"食品",9941766,29800
"化粧品",9941943,240
"化粧品",9911016,2780
"食品",9914127,1517
"食品",9909499,6912
"食品",9909502,5601
"化粧品",9907197,11000
"バッグ",9918005,3692
"化粧品",9902995,879
"食品",9936915,3080
"化粧品",9923726,7770
"化粧品",9918320,67830
"化粧品",9903693,1354
"化粧品",9935035,20580
"化粧品",9923413,4442
"化粧品",9941955,561
"化粧品",9927937,580
"食品",9924041,4589
"食品",9941958,12517
"食品",9919056,25438
"バッグ",9941959,8531
"バッグ",9941960,6099
"化粧品",9939493,4000
"バッグ",9941964,716
"バッグ",9941963,655
"バッグ",9911176,300
"化粧品",9911043,500
"食品",9908598,7044
"化粧品",9907872,5324
"化粧品",9909708,7960
"化粧品",9941976,29216
"化粧品",9937026,3600
"化粧品",9902673,840
"化粧品",9903451,1234
"化粧品",9941979,490
"バッグ",9941981,798
"食品",9941935,1365
"食品",9941982,2048
"食品",9921870,3284
"バッグ",9941980,27142
"バッグ",9904518,1200
"化粧品",9900630,1235
"バッグ",9941986,1381
"バッグ",9941988,1152
"バッグ",9941987,1746
"バッグ",9921214,6600
"化粧品",9924317,2920
"化粧品",9918127,2688
"化粧品",9917823,675
"食品",9927434,46
"化粧品",9922536,580
"化粧品",9904883,580
"化粧品",9900323,530
"化粧品",9916143,265
"バッグ",9933606,3515
"バッグ",9941989,3753
"化粧品",9919902,260
"化粧品",9912201,1850
"化粧品",9912281,2150
"バッグ",9922155,285
"化粧品",9930127,9136
"バッグ",9916624,300
"バッグ",9911469,400
"化粧品",9937216,750
"化粧品",9921974,1067
"化粧品",9908161,640
"化粧品",9903096,28500
"化粧品",9921670,33000
"化粧品",9926826,6600
"食品",9926924,2352
"食品",9942008,1517
"食品",9942009,560
"化粧品",9932097,12400
"化粧品",9914611,1648
"化粧品",9932250,1315
"化粧品",9942013,82834
"化粧品",9904864,1460
"化粧品",9909785,940
"化粧品",9908244,188
"化粧品",9917306,4150
"化粧品",9906396,1954
"化粧品",9917144,128
"化粧品",9915706,3454
"バッグ",9932975,2916
"バッグ",9920991,33960
"バッグ",9942019,42542
"化粧品",9903654,1520
"化粧品",9903660,1271
"化粧品",9942023,8753
"化粧品",9939716,405
"バッグ",9942018,11141
"化粧品",9942022,570
"化粧品",9942037,21660
"化粧品",9935319,107920
"食品",9933694,599
"食品",9914607,4977
"化粧品",9942043,6118
"化粧品",9918670,2146
"化粧品",9917717,1900
"バッグ",9902840,2046
"化粧品",9907873,5324
"化粧品",9942044,2730
